session_id	start_time	sec	min	category	events
010419182ecb05a-b5c8-497e-9d7f-4af8f465ba40_3	27.08.2019 12:31	3	0	RD	toolbar_RunConfiguration , actions_com.intellij.execution.actions.RunConfigurationsComboBoxAction$SelectConfigAction , actions_Run , toolbar_Run , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Services
010419182ecb05a-b5c8-497e-9d7f-4af8f465ba40_13	30.08.2019 13:38	326	5	RD, coding	toolwindow_Project , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_$Redo , actions_Run , toolbar_Run , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Services , toolwindow_Project , file.types.usage_Markdown , productivity_editing.select.word , actions_EditorLineEnd , actions_EditorEnter , file.types.usage_Markdown , actions_EditorBackSpace , actions_EditorEnter , actions_EditorTab , actions_EditorBackSpace , actions_EditorBackSpace , actions_EditorLeft , actions_EditorBackSpace , actions_EditorLineStart
010419169633aa3-5dc8-480b-90ff-65b290323922_16	29.08.2019 5:08	57	0	ide start	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Event_Log , lifecycle_ide.start , ui.tips_shown.automatically , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished
0204191a87ae582-957d-452c-807f-260beaa3676c_14	30.08.2019 1:46	23	0	coding	file.types.usage_YAML , file.types.usage_YAML
02041923eda7603-2f6d-401f-b141-b2b2ccc3296a_1	30.08.2019 21:42	391	6	ide close, ide start	lifecycle_ide.close , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.closed , lifecycle_project.closed , lifecycle_project.closed , event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , kotlin.jps.target_jvm , kotlin.jps.target_jvm , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , lifecycle_project.opening.finished , lifecycle_project.opening.finished , kotlin.jps.target_jvm , lifecycle_ide.close , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.closed , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.closed , lifecycle_project.closed
0204192df5fd03d-cc2f-4a5e-a595-7a461dd38558_0	26.08.2019 14:29	36	0	ide start	actions_com.intellij.openapi.wm.impl.welcomeScreen.FlatWelcomeFrame$FlatWelcomeScreen$4 , ide.self.update_notification.clicked , ide.self.update_dialog.shown , ui.dialogs_com.intellij.openapi.updateSettings.impl.UpdateInfoDialog , ui.dialogs_com.intellij.openapi.updateSettings.impl.UpdateInfoDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ide.self.update_dialog.update.started , lifecycle_ide.close , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , event.log_whitelist.loaded , lifecycle_ide.start
0205191e8498c73-9481-464e-9a8b-e121770b6f2d_11	29.08.2019 8:01	160	2	coding	actions_SearchEverywhere , searchEverywhere_dialogOpen , productivity_SearchEverywhere , actions_DoubleShortcut , actions_EditorPaste , searchEverywhere_contributorItemChosen , actions_com.intellij.openapi.project.DumbAwareAction$1 , file.types.usage_JAVA , productivity_editing.select.word , productivity_editing.select.word
01041931d094b1d-8b3c-483d-a6a0-d10055dfe73f_8	28.08.2019 7:35	181	3	ide start, vcs	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , toolwindow_Messages , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_kotlin-platform-jvm , kotlin.gradle.target_MPP.common.metadata , kotlin.gradle.target_MPP.js.js , kotlin.gradle.target_MPP.jvm.jvm , actions_Vcs.UpdateProject , toolbar_Vcs.UpdateProject
010419271f86b59-fe83-4d75-bb1c-e46bd796257b_10	27.08.2019 23:39	112	1	ide close, ide start, terminal	lifecycle_ide.close , lifecycle_project.closed , lifecycle_project.closed , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Terminal , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Terminal , lifecycle_ide.start , terminalShell_local.exec , terminalShell_local.exec , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , lifecycle_project.opening.finished , js.language.service.starts_TypeScriptServerServiceImpl
0204192b24e0728-ce87-4744-82e6-3f3dae1e4f52_3	26.08.2019 7:39	318	5	ide close, rd, coding	file.types.usage_YAML , lifecycle_project.closed , actions_RunAnything , actions_DoubleShortcut , file.types.usage_YAML , file.types.usage_YAML , file.types.usage_YAML , file.types.usage_YAML , toolwindow_Project , file.types.usage_YAML , file.types.usage_YAML , toolwindow_Project , lifecycle_project.closed , toolwindow_Run , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_RunAnything , actions_DoubleShortcut , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_Stop , toolbar_Stop , lifecycle_project.closed , lifecycle_ide.close
12051916895af99-cbf7-49ae-88ab-663225293716_3	28.08.2019 0:44	169	2	Ide start, terminal, coding	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Terminal , terminalShell_local.exec , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , kotlin.jps.target_jvm , actions_OpenFile , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , lifecycle_project.opened , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , kotlin.jps.target_jvm , lifecycle_project.closed , file.types.usage_JSON , toolwindow_Terminal , terminalShell_local.exec , actions_com.intellij.diagnostic.WindowsDefenderFixAction , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , actions_EditorCut , file.types.usage_JSON , actions_EditorCut , actions_EditorBackSpace , productivity_editing.select.word , actions_EditorPaste , json.schema_completion.by.schema.invoked , actions_EditorBackSpace , json.schema_completion.by.schema.invoked , productivity_editing.completion.basic , actions_EditorBackSpace , file.types.usage_JSON , json.schema_completion.by.schema.invoked , productivity_editing.completion.basic , actions_EditorBackSpace , actions_EditorBackSpace
03041910fd6df81-f137-4d92-911a-b6a839e13319_15	27.08.2019 9:26	265	4	RD, coding	actions_Stop , toolbar_Stop , toolwindow_Debug , toolwindow_Project , toolbar_RunConfiguration , actions_com.intellij.ide.actions.CollapseAllToolbarAction , toolbar_com.intellij.ide.actions.CollapseAllToolbarAction , file.types.usage_JAVA , actions_com.intellij.execution.lineMarker.ExecutorAction , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Debug , toolwindow_Debug
0105191abadf08f-9bc5-45a7-b226-d6e262272ffe_12	30.08.2019 8:02	710	11	coding, terminal	actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , file.types.usage_YAML , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_EditorBackSpace , actions_SaveAll , actions_EditorCopy , actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_EditorBackSpace , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , file.types.usage_Dockerfile , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_EditorBackSpace , file.types.usage_YAML , actions_EditorRight , actions_EditorDelete , actions_EditorRight , actions_EditorDelete , actions_EditorRight , actions_EditorDelete , actions_EditorRight , actions_EditorLeft , actions_EditorBackSpace , actions_EditorRight , actions_EditorRight , actions_EditorDelete , file.types.usage_YAML , actions_EditorDelete , actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_com.intellij.ide.ReopenProjectAction , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , kotlin.jps.target_jvm , kotlin.maven.target_jvm , toolwindow_Project , actions_FindInPath , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_EditorPaste , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , file.types.usage_XML , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , file.types.usage_XML , toolwindow_Terminal , terminalShell_local.exec
0705191661de43d-0fbd-40c7-99c6-709cdd3aa5c8_0	26.08.2019 3:53	352	5	ide start, coding	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , kotlin.jps.target_jvm , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , actions_OpenModuleSettings , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , file.types.usage_JAVA , actions_EditorEnter , file.types.usage_JAVA , actions_EditorBackSpace , actions_EditorBackSpace , actions_EditorChooseLookupItem , productivity_editing.completion.basic , productivity_editing.completion.variable.name , actions_EditorBackSpace , ide.self.update_notification.clicked , ui.dialogs_com.intellij.openapi.updateSettings.impl.UpdateInfoDialog , ide.self.update_dialog.shown , ui.dialogs_com.intellij.openapi.updateSettings.impl.UpdateInfoDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ide.self.update_dialog.update.started , lifecycle_ide.close , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.closed , event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , kotlin.jps.target_jvm
040419224d3103f-de64-4f22-b13b-97358de2a0a9_2	27.08.2019 21:52	25	0	coding	actions_SearchEverywhere , searchEverywhere_dialogOpen , actions_DoubleShortcut , actions_EditorBackSpace , searchEverywhere_contributorItemChosen , file.types.usage_JAVA , actions_Find , actions_EditorBackSpace , actions_SearchEverywhere , searchEverywhere_dialogOpen , actions_DoubleShortcut
0104192ed4ff27b-064d-4c00-9ffd-1f466eedfbf8_15	28.08.2019 22:54	169	2	vcs	actions_Vcs.ShowTabbedFileHistory , toolwindow_Version_Control , actions_Vcs.ShowDiffWithLocal , actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , toolwindow_Version_Control , searchEverywhere_dialogOpen , actions_GotoFile , productivity_SearchEverywhere , actions_third.party
020419340f7e4b9-195f-4d29-9e99-9619bf5efbf4_8	28.08.2019 10:04	5	0	coding	productivity_editing.select.word , actions_EditorCopy , actions_Find , productivity_editing.select.word
0304193b75d4938-aa8b-44a4-b2a8-c02e439a89a6_6	28.08.2019 6:14	11	0	ide start, db	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , productivity_db.console , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished
0104192ed4ff27b-064d-4c00-9ffd-1f466eedfbf8_25	30.08.2019 18:32	893	14	ide close, coding, ide start	file.types.usage_JAVA , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_SaveAll , actions_SaveAll , actions_Compile , ui.dialogs_com.intellij.debugger.ui.RunHotswapDialog , ui.dialogs_com.intellij.debugger.ui.RunHotswapDialog , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_Reload_Classes , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_SaveAll , lifecycle_ide.close , lifecycle_project.closed , event.log_whitelist.loaded , lifecycle_ide.start , lifecycle_project.opened , ui.tips_dialog.shown , ui.dialogs_com.intellij.ide.util.TipDialog , lifecycle_project.opening.finished , kotlin.jps.target_jvm , ui.dialogs_com.intellij.ide.util.TipDialog , lifecycle_ide.close , lifecycle_project.closed , event.log_whitelist.loaded , lifecycle_ide.start , lifecycle_project.opened , ui.tips_dialog.shown , ui.dialogs_com.intellij.ide.util.TipDialog , lifecycle_project.opening.finished , ui.dialogs_com.intellij.ide.util.TipDialog , kotlin.jps.target_jvm , actions_CompileProject
07051921a2092a8-6365-4dad-89e5-dc65baa0e10d_15	30.08.2019 0:27	322	5	coding, db	actions_EditorPaste , actions_Console.Jdbc.Execute , file.types.usage_Scratch , actions_Console.Jdbc.Execute , productivity_db.console.run.intention , toolwindow_unknown , productivity_editing.select.word , actions_EditorRight , actions_EditorLeft , actions_EditorBackSpace , actions_EditorLeft , actions_Console.Jdbc.Execute , productivity_db.console.run.intention , toolwindow_unknown , actions_$Copy , productivity_editing.select.word , actions_EditorPaste , actions_Console.Jdbc.Execute , productivity_db.console.run.intention , toolwindow_unknown , actions_EditorBackSpace , actions_Console.Jdbc.Execute , productivity_db.console.run.intention , toolwindow_unknown
100419128db0d76-2032-4d91-a89c-a5bca7c86c7a_6	27.08.2019 12:16	864	14	coding, RD	toolwindow_Services , actions_EditorLeft , file.types.usage_JAVA , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorBackSpace , actions_EditorBackSpace , toolwindow_Project , actions_EditorLeft , actions_EditorDown , actions_NewDir , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , actions_DialogOkAction , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , actions_com.intellij.ide.fileTemplates.actions.CreateFromTemplateAction , ui.dialogs_com.intellij.ide.fileTemplates.ui.CreateFromTemplateDialog , actions_EditorBackSpace , actions_DialogOkAction , ui.dialogs_com.intellij.ide.fileTemplates.ui.CreateFromTemplateDialog , file.types.usage_Cucumber , ui.dialogs_com.intellij.util.ui.ConfirmationDialog , actions_com.intellij.openapi.ui.DialogWrapper$5 , ui.dialogs_com.intellij.util.ui.ConfirmationDialog , actions_EditorDown , actions_EditorLeft , actions_EditorRight , actions_EditorLeftWithSelection , actions_EditorLeftWithSelection , file.types.usage_Cucumber , actions_EditorBackSpace , actions_EditorDown , actions_EditorRight , actions_EditorLeftWithSelection , actions_EditorBackSpace , actions_EditorUp , actions_EditorLeft , actions_EditorDown , actions_EditorRight , actions_EditorLeftWithSelection , actions_EditorBackSpace , actions_EditorDown , actions_EditorLeftWithSelection , actions_EditorBackSpace , file.types.usage_Cucumber , actions_EditorBackSpace , actions_EditorEnter , actions_EditorBackSpace , actions_EditorBackSpace , actions_EditorEnter , actions_EditorBackSpace , actions_EditorDown , actions_Run , toolbar_Run , run.configuration.exec_JUnit , file.types.usage_JAVA , actions_tooltip.actions.execute , intentions_org.jetbrains.plugins.cucumber.inspections.CucumberCreateStepFix , ui.dialogs_org.jetbrains.plugins.cucumber.inspections.ui.CreateStepDefinitionFileDialog , actions_EditorBackSpace , ui.dialogs_org.jetbrains.plugins.cucumber.inspections.ui.CreateStepDefinitionFileDialog , file.types.usage_JAVA , toolwindow_Run , ui.dialogs_com.intellij.util.ui.ConfirmationDialog , ui.dialogs_com.intellij.util.ui.ConfirmationDialog , actions_EditorDown , actions_EditorLeft , file.types.usage_JAVA , actions_EditorBackSpace , actions_EditorDown , toolwindow_Project , actions_$Delete , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , actions_com.intellij.openapi.ui.DialogWrapper$5 , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , actions_Run , toolbar_Run , run.configuration.exec_JUnit , toolwindow_Run , actions_EditorDown , actions_EditorUp , actions_EditorUp , actions_EditorDown , toolwindow_third.party , run.configuration.exec_MavenRunConfiguration , actions_Maven.RunBuild , toolbar_Maven.RunBuild , toolwindow_Run , actions_EditorUp
0605192272cce46-e691-4956-8ae3-afdcf2b08d04_13	29.08.2019 8:49	139	2	coding, RD, db	actions_Find , actions_NextOccurence , toolbar_NextOccurence , actions_NextOccurence , toolbar_NextOccurence , actions_NextOccurence , toolbar_NextOccurence , actions_NextOccurence , toolbar_NextOccurence , productivity_editing.select.word , actions_Find , actions_PreviousOccurence , toolbar_PreviousOccurence , actions_PreviousOccurence , toolbar_PreviousOccurence , actions_PreviousOccurence , toolbar_PreviousOccurence , actions_PreviousOccurence , toolbar_PreviousOccurence , actions_PreviousOccurence , toolbar_PreviousOccurence , actions_PreviousOccurence , toolbar_PreviousOccurence , actions_EditorEnter , file.types.usage_JavaScript , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorRight , toolwindow_Ant , actions_com.intellij.lang.ant.config.explorer.AntExplorer$RunAction , build.ant.actions_RunSelectedBuild , toolbar_com.intellij.lang.ant.config.explorer.AntExplorer$RunAction
01041918e06cc81-e790-4a04-8bf0-04f22585b333_14	30.08.2019 9:22	46	0	RD, coding	actions_Debug , toolbar_Debug , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Messages , toolwindow_Debug , toolwindow_Debug , actions_EditorLeft , actions_EditorUp , actions_EditorLeft , productivity_editing.completion.basic , actions_CodeCompletion , productivity_editing.completion.basic , actions_CodeCompletion , productivity_editing.completion.basic , productivity_editing.completion.second.basic , actions_CodeCompletion , actions_EditorBackSpace , file.types.usage_JAVA , actions_EditorDown , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_Debug , toolbar_Debug , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Messages , toolwindow_Debug
09041928173348a-df11-4fb4-92b8-421e2f06620d_4	26.08.2019 19:10	352	5	coding, terminal	actions_com.intellij.ide.ReopenProjectAction , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Project , toolwindow_Terminal , terminalShell_local.exec , toolwindow_Project , toolwindow_Terminal , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , kotlin.gradle.target_unknown , kotlin.jps.target_jvm , kotlin.gradle.target_unknown , actions_com.intellij.framework.detection.impl.FrameworkDetectionManager$3 , ui.dialogs_com.intellij.framework.detection.impl.ui.ConfigureDetectedFrameworksDialog , ui.dialogs_com.intellij.framework.detection.impl.ui.ConfigureDetectedFrameworksDialog , kotlin.gradle.target_unknown , toolwindow_Project , file.types.usage_RHTML , actions_EditorCopy , actions_EditorEnter , actions_EditorPaste , actions_EditorBackSpace , file.types.usage_RHTML , actions_EditorCopy , actions_EditorEnter , actions_EditorPaste , actions_EditorBackSpace , toolwindow_Terminal
01051920136190e-d378-4a87-9ee4-a4a6c1e576a1_8	28.08.2019 16:08	3	0	terminal	toolwindow_Terminal , file.types.usage_JAVA , toolwindow_Terminal , toolwindow_Terminal
0204192fcf85269-72a2-4d26-bdc7-d6e9034df5cf_2	26.08.2019 23:47	71	1	coding, terminal	toolwindow_Project , actions_EditorCopy , file.types.usage_JavaScript , productivity_editing.select.word , actions_EditorCopy , actions_EditorPaste , actions_EditorPaste , actions_EditorPaste , actions_SaveAll , toolwindow_Terminal
0404193d39e8e51-36a8-4f33-a1c0-0aef05ea9736_13	29.08.2019 9:33	226	3	rd, terminal	actions_$SelectAll , actions_EditorPaste , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_Run , toolbar_Run , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Run , actions_HideActiveWindow , toolbar_HideActiveWindow , actions_Stop , toolbar_Stop , toolwindow_Project , actions_$SelectAll , actions_EditorPaste , actions_Run , toolbar_Run , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Run , actions_Stop , toolbar_Stop , actions_HideActiveWindow , toolbar_HideActiveWindow
01041921a921aa8-5547-4ccf-9eb7-6d5a4beebb8f_4	26.08.2019 15:27	88	1	coding	file.types.usage_PHP , productivity_editing.select.word , actions_EditorCopy , actions_Find , find_FindInEditor.MatchCaseOn , actions_PreviousOccurence , toolbar_PreviousOccurence , actions_PreviousOccurence , toolbar_PreviousOccurence , file.types.usage_PHP , productivity_editing.select.word , file.types.usage_PHP
02051924554ede9-e43c-4de9-97d4-3784fdf3de53_11	28.08.2019 11:11	106	1	coding, rd	file.types.usage_JAVA , actions_EditorTab , actions_EditorTab , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_ShowIntentionActions , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , productivity_editing.completion.variable.name , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , productivity_editing.completion.variable.name , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_EditorRight , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , file.types.usage_JAVA , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_ShowIntentionActions , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_Rerun , toolbar_Rerun , run.configuration.exec_Application , toolwindow_Messages
